country,name,continent,year,lifeExp,pop,gdpPercap
arg,Argentina,Americas,1800-01-01,33.2,534000,NA
arg,Argentina,Americas,1805-01-01,33.2,465622,NA
arg,Argentina,Americas,1810-01-01,33.2,419661,NA
arg,Argentina,Americas,1815-01-01,33.2,465972,NA
arg,Argentina,Americas,1820-01-01,33.2,530996,NA
arg,Argentina,Americas,1825-01-01,33.2,582027,NA
arg,Argentina,Americas,1830-01-01,33.2,634974,NA
arg,Argentina,Americas,1835-01-01,33.2,698047,NA
arg,Argentina,Americas,1840-01-01,33.2,776366,NA
arg,Argentina,Americas,1845-01-01,33.2,920317,NA
arg,Argentina,Americas,1850-01-01,33.2,1088372,NA
arg,Argentina,Americas,1855-01-01,33.2,1197431,NA
arg,Argentina,Americas,1860-01-01,33.2,1315328,NA
arg,Argentina,Americas,1865-01-01,33.2,1529696,NA
arg,Argentina,Americas,1870-01-01,33.2,1793839,NA
arg,Argentina,Americas,1875-01-01,33.26,2099952,NA
arg,Argentina,Americas,1880-01-01,33.23,2457663,NA
arg,Argentina,Americas,1885-01-01,32.79,2876307,NA
arg,Argentina,Americas,1890-01-01,34.26,3369205,NA
arg,Argentina,Americas,1895-01-01,33.62,3967341,NA
arg,Argentina,Americas,1900-01-01,37.22,4689224,NA
arg,Argentina,Americas,1905-01-01,40.23,5641825,NA
arg,Argentina,Americas,1910-01-01,44.17,6755700,NA
arg,Argentina,Americas,1915-01-01,46.99,7739100,NA
arg,Argentina,Americas,1920-01-01,51.16,8828805,NA
arg,Argentina,Americas,1925-01-01,53.71,10209150,NA
arg,Argentina,Americas,1930-01-01,55.55,11740751,NA
arg,Argentina,Americas,1935-01-01,55.65,12902500,NA
arg,Argentina,Americas,1940-01-01,60.68,14095334,NA
arg,Argentina,Americas,1945-01-01,63.78,15492994,NA
arg,Argentina,Americas,1950-01-01,63.3,17037910,NA
arg,Argentina,Americas,1955-01-01,64.51,18789415,NA
arg,Argentina,Americas,1960-01-01,65.26,20481781,5642.76459
arg,Argentina,Americas,1965-01-01,66.13,22159644,6286.23105
arg,Argentina,Americas,1970-01-01,66.13,23880564,7084.18059
arg,Argentina,Americas,1975-01-01,68.03,25865775,7617.94345
arg,Argentina,Americas,1980-01-01,70.23,27896532,7908.02148
arg,Argentina,Americas,1985-01-01,71.73,30216284,6904.6439
arg,Argentina,Americas,1990-01-01,72.47,32618648,6245.70915
arg,Argentina,Americas,1995-01-01,73.44,34828168,7666.5304400000005
arg,Argentina,Americas,2000-01-01,74.22,36870796,8224.11082
arg,Argentina,Americas,2005-01-01,75.28,38892924,8577.86654
arg,Argentina,Americas,2010-01-01,75.94,40895751,10385.96443
arg,Argentina,Americas,2015-01-01,76.5,43075416,10568.15781
arg,Argentina,Americas,2019-01-01,76.58,44780675,9742.45542
aus,Australia,Oceania,1800-01-01,34.05,200000,NA
aus,Australia,Oceania,1805-01-01,34.05,227357,NA
aus,Australia,Oceania,1810-01-01,34.05,258627,NA
aus,Australia,Oceania,1815-01-01,34.05,294004,NA
aus,Australia,Oceania,1820-01-01,34.05,328728,NA
aus,Australia,Oceania,1825-01-01,34.05,331994,NA
aus,Australia,Oceania,1830-01-01,34.05,335111,NA
aus,Australia,Oceania,1835-01-01,34.05,372507,NA
aus,Australia,Oceania,1840-01-01,34.05,423526,NA
aus,Australia,Oceania,1845-01-01,34.05,504755,NA
aus,Australia,Oceania,1850-01-01,34.05,622584,NA
aus,Australia,Oceania,1855-01-01,34.05,900180,NA
aus,Australia,Oceania,1860-01-01,34.05,1288328,NA
aus,Australia,Oceania,1865-01-01,34.05,1530266,NA
aus,Australia,Oceania,1870-01-01,34.05,1759825,NA
aus,Australia,Oceania,1875-01-01,36.71,1964507,NA
aus,Australia,Oceania,1880-01-01,39.37,2201397,NA
aus,Australia,Oceania,1885-01-01,42.03,2595146,NA
aus,Australia,Oceania,1890-01-01,44.7,3051572,NA
aus,Australia,Oceania,1895-01-01,47.36,3375822,NA
aus,Australia,Oceania,1900-01-01,50.03,3693392,NA
aus,Australia,Oceania,1905-01-01,52.7,3996345,NA
aus,Australia,Oceania,1910-01-01,55.37,4329104,NA
aus,Australia,Oceania,1915-01-01,58.04,4772528,NA
aus,Australia,Oceania,1920-01-01,60.72,5274460,NA
aus,Australia,Oceania,1925-01-01,63.46,5800358,NA
aus,Australia,Oceania,1930-01-01,65.23,6332911,NA
aus,Australia,Oceania,1935-01-01,65.44,6647809,NA
aus,Australia,Oceania,1940-01-01,66.58,6968070,NA
aus,Australia,Oceania,1945-01-01,68.81,7516631,NA
aus,Australia,Oceania,1950-01-01,69.4,8177348,NA
aus,Australia,Oceania,1955-01-01,70.34,9165700,NA
aus,Australia,Oceania,1960-01-01,71.11,10242070,19378.32528
aus,Australia,Oceania,1965-01-01,71.1,11313186,21861.92968
aus,Australia,Oceania,1970-01-01,71.15,12793030,26120.62107
aus,Australia,Oceania,1975-01-01,72.51,13773290,27513.8157
aus,Australia,Oceania,1980-01-01,74.51,14588400,29907.79666
aus,Australia,Oceania,1985-01-01,75.59,15663672,32045.31233
aus,Australia,Oceania,1990-01-01,77,16960600,35911.37208
aus,Australia,Oceania,1995-01-01,78.29,17993083,38095.12901
aus,Australia,Oceania,2000-01-01,79.72,18991434,44334.41639
aus,Australia,Oceania,2005-01-01,81.24,20178543,48813.91641
aus,Australia,Oceania,2010-01-01,82.12,22154687,52022.1256
aus,Australia,Oceania,2015-01-01,82.73,23932499,55079.89234
aus,Australia,Oceania,2019-01-01,82.89,25203200,57183.37935
aut,Austria,Europe,1800-01-01,34.4,3000000,NA
aut,Austria,Europe,1805-01-01,34.4,3088277,NA
aut,Austria,Europe,1810-01-01,34.4,3179258,NA
aut,Austria,Europe,1815-01-01,34.4,3272809,NA
aut,Austria,Europe,1820-01-01,34.4,3367266,NA
aut,Austria,Europe,1825-01-01,34.4,3452549,NA
aut,Austria,Europe,1830-01-01,34.4,3538115,NA
aut,Austria,Europe,1835-01-01,34.4,3625995,NA
aut,Austria,Europe,1840-01-01,34.4,3718786,NA
aut,Austria,Europe,1845-01-01,34.4,3831357,NA
aut,Austria,Europe,1850-01-01,34.4,3952208,NA
aut,Austria,Europe,1855-01-01,34.4,4090598,NA
aut,Austria,Europe,1860-01-01,34.4,4234828,NA
aut,Austria,Europe,1865-01-01,34.4,4376588,NA
aut,Austria,Europe,1870-01-01,34.4,4528451,NA
aut,Austria,Europe,1875-01-01,34.67,4728390,NA
aut,Austria,Europe,1880-01-01,34.94,4943751,NA
aut,Austria,Europe,1885-01-01,35.91,5166298,NA
aut,Austria,Europe,1890-01-01,37.06,5403122,NA
aut,Austria,Europe,1895-01-01,39.16,5681471,NA
aut,Austria,Europe,1900-01-01,41.51,5979177,NA
aut,Austria,Europe,1905-01-01,41.33,6292428,NA
aut,Austria,Europe,1910-01-01,44.45,6571589,NA
aut,Austria,Europe,1915-01-01,47.34,6541968,NA
aut,Austria,Europe,1920-01-01,50.17,6486071,NA
aut,Austria,Europe,1925-01-01,53,6576781,NA
aut,Austria,Europe,1930-01-01,55.83,6679646,NA
aut,Austria,Europe,1935-01-01,57.61,6702849,NA
aut,Austria,Europe,1940-01-01,57.74,6725736,NA
aut,Austria,Europe,1945-01-01,31.36,6827669,NA
aut,Austria,Europe,1950-01-01,64.8,6936442,NA
aut,Austria,Europe,1955-01-01,67.68,6953404,NA
aut,Austria,Europe,1960-01-01,68.96,7070773,13031.03177
aut,Austria,Europe,1965-01-01,70.09,7305154,15648.52691
aut,Austria,Europe,1970-01-01,70.21,7516238,19573.86716
aut,Austria,Europe,1975-01-01,71.44,7637686,23387.70675
aut,Austria,Europe,1980-01-01,72.84,7609750,27595.83514
aut,Austria,Europe,1985-01-01,74.26,7614874,29623.43446
aut,Austria,Europe,1990-01-01,75.97,7723954,33888.99598
aut,Austria,Europe,1995-01-01,77.03,7990113,36537.993520000004
aut,Austria,Europe,2000-01-01,78.49,8069276,42001.21077
aut,Austria,Europe,2005-01-01,79.75,8253656,44637.85601
aut,Austria,Europe,2010-01-01,80.79,8409945,46858.04327
aut,Austria,Europe,2015-01-01,81.57,8678667,47789.38502
aut,Austria,Europe,2019-01-01,82.16,8955108,50536.66415
bdi,Burundi,Africa,1800-01-01,31.5,899097,NA
bdi,Burundi,Africa,1805-01-01,31.5,899097,NA
bdi,Burundi,Africa,1810-01-01,31.5,899097,NA
bdi,Burundi,Africa,1815-01-01,31.5,899097,NA
bdi,Burundi,Africa,1820-01-01,31.5,907290,NA
bdi,Burundi,Africa,1825-01-01,31.5,969334,NA
bdi,Burundi,Africa,1830-01-01,31.5,1044822,NA
bdi,Burundi,Africa,1835-01-01,31.5,1126189,NA
bdi,Burundi,Africa,1840-01-01,31.5,1213893,NA
bdi,Burundi,Africa,1845-01-01,31.5,1308426,NA
bdi,Burundi,Africa,1850-01-01,31.5,1402560,NA
bdi,Burundi,Africa,1855-01-01,31.5,1446334,NA
bdi,Burundi,Africa,1860-01-01,31.5,1483515,NA
bdi,Burundi,Africa,1865-01-01,31.5,1521620,NA
bdi,Burundi,Africa,1870-01-01,31.5,1561612,NA
bdi,Burundi,Africa,1875-01-01,31.59,1608684,NA
bdi,Burundi,Africa,1880-01-01,31.68,1658118,NA
bdi,Burundi,Africa,1885-01-01,31.77,1709033,NA
bdi,Burundi,Africa,1890-01-01,31.86,1748784,NA
bdi,Burundi,Africa,1895-01-01,31.95,1709821,NA
bdi,Burundi,Africa,1900-01-01,32.05,1656711,NA
bdi,Burundi,Africa,1905-01-01,32.14,1586905,NA
bdi,Burundi,Africa,1910-01-01,32.23,1520850,NA
bdi,Burundi,Africa,1915-01-01,32.32,1479979,NA
bdi,Burundi,Africa,1920-01-01,32.41,1464409,NA
bdi,Burundi,Africa,1925-01-01,28.89,1560059,NA
bdi,Burundi,Africa,1930-01-01,32.59,1679609,NA
bdi,Burundi,Africa,1935-01-01,32.68,1801560,NA
bdi,Burundi,Africa,1940-01-01,32.77,1935933,NA
bdi,Burundi,Africa,1945-01-01,32.86,2111697,NA
bdi,Burundi,Africa,1950-01-01,40.2,2308927,NA
bdi,Burundi,Africa,1955-01-01,41.87,2537150,NA
bdi,Burundi,Africa,1960-01-01,43.92,2797925,213.39741
bdi,Burundi,Africa,1965-01-01,45.31,3094378,208.84614
bdi,Burundi,Africa,1970-01-01,45.96,3479070,263.64425
bdi,Burundi,Africa,1975-01-01,47.19,3700879,254.67601
bdi,Burundi,Africa,1980-01-01,48.49,4157296,277.44758
bdi,Burundi,Africa,1985-01-01,49.33,4750832,312.87243
bdi,Burundi,Africa,1990-01-01,48.72,5438959,327.98655
bdi,Burundi,Africa,1995-01-01,43.35,5987044,262.37502
bdi,Burundi,Africa,2000-01-01,44.69,6378871,229.2061
bdi,Burundi,Africa,2005-01-01,50.3,7364857,221.09652
bdi,Burundi,Africa,2010-01-01,58.55,8675606,234.23553
bdi,Burundi,Africa,2015-01-01,61.75,10160034,228.43245
bdi,Burundi,Africa,2019-01-01,63.83,11530577,208.07478
bel,Belgium,Europe,1800-01-01,40,3250000,NA
bel,Belgium,Europe,1805-01-01,40.04,3295054,NA
bel,Belgium,Europe,1810-01-01,40.08,3340759,NA
bel,Belgium,Europe,1815-01-01,40.12,3387071,NA
bel,Belgium,Europe,1820-01-01,40.16,3446611,NA
bel,Belgium,Europe,1825-01-01,40.2,3588801,NA
bel,Belgium,Europe,1830-01-01,40.24,3749449,NA
bel,Belgium,Europe,1835-01-01,40.28,3911800,NA
bel,Belgium,Europe,1840-01-01,40.32,4080847,NA
bel,Belgium,Europe,1845-01-01,41.03,4260826,NA
bel,Belgium,Europe,1850-01-01,42.28,4443056,NA
bel,Belgium,Europe,1855-01-01,37.49,4591900,NA
bel,Belgium,Europe,1860-01-01,45.12,4741806,NA
bel,Belgium,Europe,1865-01-01,37.74,4913495,NA
bel,Belgium,Europe,1870-01-01,40.92,5097637,NA
bel,Belgium,Europe,1875-01-01,42.18,5311440,NA
bel,Belgium,Europe,1880-01-01,42.5,5541874,NA
bel,Belgium,Europe,1885-01-01,45.51,5808158,NA
bel,Belgium,Europe,1890-01-01,44.19,6092147,NA
bel,Belgium,Europe,1895-01-01,45.52,6394512,NA
bel,Belgium,Europe,1900-01-01,46.66,6717693,NA
bel,Belgium,Europe,1905-01-01,50.1,7090518,NA
bel,Belgium,Europe,1910-01-01,51.47,7442986,NA
bel,Belgium,Europe,1915-01-01,40.09,7514736,NA
bel,Belgium,Europe,1920-01-01,53.8,7568708,NA
bel,Belgium,Europe,1925-01-01,57.32,7799025,NA
bel,Belgium,Europe,1930-01-01,57.35,8048371,NA
bel,Belgium,Europe,1935-01-01,60.21,8198486,NA
bel,Belgium,Europe,1940-01-01,56.16,8335242,NA
bel,Belgium,Europe,1945-01-01,58.61,8479632,NA
bel,Belgium,Europe,1950-01-01,66.62,8637521,NA
bel,Belgium,Europe,1955-01-01,68.8,8887275,NA
bel,Belgium,Europe,1960-01-01,70.07,9167361,13021.65232
bel,Belgium,Europe,1965-01-01,70.76,9443948,16079.05177
bel,Belgium,Europe,1970-01-01,71.1,9632179,19807.72539
bel,Belgium,Europe,1975-01-01,72.15,9771582,23300.76641
bel,Belgium,Europe,1980-01-01,73.33,9868999,27069.43583
bel,Belgium,Europe,1985-01-01,74.61,9916577,28374.66445
bel,Belgium,Europe,1990-01-01,76.15,10006545,32671.64524
bel,Belgium,Europe,1995-01-01,77.01,10186304,34767.02891
bel,Belgium,Europe,2000-01-01,78.04,10282046,39588.59788
bel,Belgium,Europe,2005-01-01,79.32,10546885,42641.69358
bel,Belgium,Europe,2010-01-01,80.23,10938735,44141.87814
bel,Belgium,Europe,2015-01-01,81.09,11287931,45507.23106
bel,Belgium,Europe,2019-01-01,81.41,11539326,47611.9137
ben,Benin,Africa,1800-01-01,31,636559,NA
ben,Benin,Africa,1805-01-01,31,636559,NA
ben,Benin,Africa,1810-01-01,31,636559,NA
ben,Benin,Africa,1815-01-01,31,636559,NA
ben,Benin,Africa,1820-01-01,31,639344,NA
ben,Benin,Africa,1825-01-01,31,660082,NA
ben,Benin,Africa,1830-01-01,31,684439,NA
ben,Benin,Africa,1835-01-01,31,709695,NA
ben,Benin,Africa,1840-01-01,31,735882,NA
ben,Benin,Africa,1845-01-01,31,763036,NA
ben,Benin,Africa,1850-01-01,31,789547,NA
ben,Benin,Africa,1855-01-01,31,814022,NA
ben,Benin,Africa,1860-01-01,31,839553,NA
ben,Benin,Africa,1865-01-01,31,879440,NA
ben,Benin,Africa,1870-01-01,31,923672,NA
ben,Benin,Africa,1875-01-01,31.65,971891,NA
ben,Benin,Africa,1880-01-01,32.29,1021297,NA
ben,Benin,Africa,1885-01-01,32.94,1063013,NA
ben,Benin,Africa,1890-01-01,33.59,1104082,NA
ben,Benin,Africa,1895-01-01,34.23,1142559,NA
ben,Benin,Africa,1900-01-01,34.88,1183800,NA
ben,Benin,Africa,1905-01-01,35.53,1240656,NA
ben,Benin,Africa,1910-01-01,36.17,1301894,NA
ben,Benin,Africa,1915-01-01,36.82,1362159,NA
ben,Benin,Africa,1920-01-01,37.47,1423936,NA
ben,Benin,Africa,1925-01-01,38.11,1527130,NA
ben,Benin,Africa,1930-01-01,38.76,1644156,NA
ben,Benin,Africa,1935-01-01,39.41,1763533,NA
ben,Benin,Africa,1940-01-01,40.05,1895071,NA
ben,Benin,Africa,1945-01-01,41.07,2067124,NA
ben,Benin,Africa,1950-01-01,43.61,2255222,NA
ben,Benin,Africa,1955-01-01,44.1,2303592,NA
ben,Benin,Africa,1960-01-01,44.78,2431617,711.93786
ben,Benin,Africa,1965-01-01,46.76,2632361,770.40827
ben,Benin,Africa,1970-01-01,48.54,2912338,795.15641
ben,Benin,Africa,1975-01-01,50.76,3265167,757.80986
ben,Benin,Africa,1980-01-01,52.71,3717161,812.09922
ben,Benin,Africa,1985-01-01,53.94,4278502,880.4565
ben,Benin,Africa,1990-01-01,55.73,4978489,833.61348
ben,Benin,Africa,1995-01-01,56.89,5905552,863.47159
ben,Benin,Africa,2000-01-01,57.39,6865946,949.73702
ben,Benin,Africa,2005-01-01,58.81,7982223,989.3726
ben,Benin,Africa,2010-01-01,61.1,9199254,1036.53459
ben,Benin,Africa,2015-01-01,62.64,10575962,1128.9954
ben,Benin,Africa,2019-01-01,64.49,11801151,1259.80817
bfa,Burkina Faso,Africa,1800-01-01,29.2,1665421,NA
bfa,Burkina Faso,Africa,1805-01-01,29.2,1665421,NA
bfa,Burkina Faso,Africa,1810-01-01,29.2,1665421,NA
bfa,Burkina Faso,Africa,1815-01-01,29.2,1665421,NA
bfa,Burkina Faso,Africa,1820-01-01,29.2,1668963,NA
bfa,Burkina Faso,Africa,1825-01-01,29.2,1695131,NA
bfa,Burkina Faso,Africa,1830-01-01,29.2,1725350,NA
bfa,Burkina Faso,Africa,1835-01-01,29.2,1756108,NA
bfa,Burkina Faso,Africa,1840-01-01,29.2,1787414,NA
bfa,Burkina Faso,Africa,1845-01-01,29.2,1819278,NA
bfa,Burkina Faso,Africa,1850-01-01,29.2,1849996,NA
bfa,Burkina Faso,Africa,1855-01-01,29.2,1881022,NA
bfa,Burkina Faso,Africa,1860-01-01,29.2,1910751,NA
bfa,Burkina Faso,Africa,1865-01-01,29.2,1940888,NA
bfa,Burkina Faso,Africa,1870-01-01,29.2,1973808,NA
bfa,Burkina Faso,Africa,1875-01-01,29.57,2022494,NA
bfa,Burkina Faso,Africa,1880-01-01,29.94,2074783,NA
bfa,Burkina Faso,Africa,1885-01-01,30.31,2128357,NA
bfa,Burkina Faso,Africa,1890-01-01,30.68,2184563,NA
bfa,Burkina Faso,Africa,1895-01-01,31.05,2250684,NA
bfa,Burkina Faso,Africa,1900-01-01,31.42,2328510,NA
bfa,Burkina Faso,Africa,1905-01-01,31.79,2464095,NA
bfa,Burkina Faso,Africa,1910-01-01,32.16,2611948,NA
bfa,Burkina Faso,Africa,1915-01-01,32.53,2737514,NA
bfa,Burkina Faso,Africa,1920-01-01,32.9,2863492,NA
bfa,Burkina Faso,Africa,1925-01-01,33.27,3045636,NA
bfa,Burkina Faso,Africa,1930-01-01,33.64,3246852,NA
bfa,Burkina Faso,Africa,1935-01-01,34.01,3448396,NA
bfa,Burkina Faso,Africa,1940-01-01,34.38,3669191,NA
bfa,Burkina Faso,Africa,1945-01-01,34.75,3963108,NA
bfa,Burkina Faso,Africa,1950-01-01,36.06,4284455,NA
bfa,Burkina Faso,Africa,1955-01-01,37.72,4517155,NA
bfa,Burkina Faso,Africa,1960-01-01,39.54,4829289,268.74405
bfa,Burkina Faso,Africa,1965-01-01,41.95,5174874,290.18957
bfa,Burkina Faso,Africa,1970-01-01,44.06,5624592,307.53584
bfa,Burkina Faso,Africa,1975-01-01,46.04,6154554,326.70905
bfa,Burkina Faso,Africa,1980-01-01,48.64,6822837,350.92105
bfa,Burkina Faso,Africa,1985-01-01,50.64,7727908,378.50907
bfa,Burkina Faso,Africa,1990-01-01,50.67,8811033,384.0685
bfa,Burkina Faso,Africa,1995-01-01,50.66,10089880,406.31099
bfa,Burkina Faso,Africa,2000-01-01,52.48,11607951,489.45498
bfa,Burkina Faso,Africa,2005-01-01,55.3,13421935,576.37153
bfa,Burkina Faso,Africa,2010-01-01,57.94,15605211,647.8361
bfa,Burkina Faso,Africa,2015-01-01,59.9,18110616,726.71283
bfa,Burkina Faso,Africa,2019-01-01,61.67,20321383,822.20371
bgd,Bangladesh,Asia,1800-01-01,25.5,19191243,NA
bgd,Bangladesh,Asia,1805-01-01,25.5,19381202,NA
bgd,Bangladesh,Asia,1810-01-01,25.5,19574434,NA
bgd,Bangladesh,Asia,1815-01-01,25.5,19800902,NA
bgd,Bangladesh,Asia,1820-01-01,25.5,20085068,NA
bgd,Bangladesh,Asia,1825-01-01,25.5,20428732,NA
bgd,Bangladesh,Asia,1830-01-01,25.5,20866279,NA
bgd,Bangladesh,Asia,1835-01-01,25.5,21313197,NA
bgd,Bangladesh,Asia,1840-01-01,25.5,21769688,NA
bgd,Bangladesh,Asia,1845-01-01,25.5,22235957,NA
bgd,Bangladesh,Asia,1850-01-01,25.5,22712211,NA
bgd,Bangladesh,Asia,1855-01-01,25.5,22896258,NA
bgd,Bangladesh,Asia,1860-01-01,25.5,23077770,NA
bgd,Bangladesh,Asia,1865-01-01,24,23256553,NA
bgd,Bangladesh,Asia,1870-01-01,25.5,23461426,NA
bgd,Bangladesh,Asia,1875-01-01,25.38,23848350,NA
bgd,Bangladesh,Asia,1880-01-01,24.35,24266433,NA
bgd,Bangladesh,Asia,1885-01-01,23.1,24686907,NA
bgd,Bangladesh,Asia,1890-01-01,22.3,25109499,NA
bgd,Bangladesh,Asia,1895-01-01,21.49,25533916,NA
bgd,Bangladesh,Asia,1900-01-01,21.16,25959844,NA
bgd,Bangladesh,Asia,1905-01-01,20.84,26386946,NA
bgd,Bangladesh,Asia,1910-01-01,21.35,26777647,NA
bgd,Bangladesh,Asia,1915-01-01,22.06,26931945,NA
bgd,Bangladesh,Asia,1920-01-01,22.77,27302246,NA
bgd,Bangladesh,Asia,1925-01-01,23.46,27852501,NA
bgd,Bangladesh,Asia,1930-01-01,26.33,28688805,NA
bgd,Bangladesh,Asia,1935-01-01,29.71,31382865,NA
bgd,Bangladesh,Asia,1940-01-01,33.06,34406613,NA
bgd,Bangladesh,Asia,1945-01-01,34.48,36124727,NA
bgd,Bangladesh,Asia,1950-01-01,39.67,37894671,NA
bgd,Bangladesh,Asia,1955-01-01,41.87,42086305,NA
bgd,Bangladesh,Asia,1960-01-01,43.82,48013505,372.03174
bgd,Bangladesh,Asia,1965-01-01,45.87,55385114,404.7881
bgd,Bangladesh,Asia,1970-01-01,42.2,64232486,411.18439
bgd,Bangladesh,Asia,1975-01-01,50.62,70066310,332.88806
bgd,Bangladesh,Asia,1980-01-01,53.22,79639498,359.45627
bgd,Bangladesh,Asia,1985-01-01,53.75,90764180,388.64434
bgd,Bangladesh,Asia,1990-01-01,58.19,103171957,411.16466
bgd,Bangladesh,Asia,1995-01-01,62.24,115169933,459.61342
bgd,Bangladesh,Asia,2000-01-01,65.47,127657862,524.94591
bgd,Bangladesh,Asia,2005-01-01,67.44,139035505,617.54275
bgd,Bangladesh,Asia,2010-01-01,70.04,147575433,781.15358
bgd,Bangladesh,Asia,2015-01-01,73.59,156256287,1002.3888
bgd,Bangladesh,Asia,2019-01-01,74.55,163046173,1287.8215
bhs,Bahamas,Americas,1800-01-01,35.18,27350,NA
bhs,Bahamas,Americas,1805-01-01,35.18,27350,NA
bhs,Bahamas,Americas,1810-01-01,35.18,27350,NA
bhs,Bahamas,Americas,1815-01-01,35.18,27350,NA
bhs,Bahamas,Americas,1820-01-01,35.18,27363,NA
bhs,Bahamas,Americas,1825-01-01,35.18,27457,NA
bhs,Bahamas,Americas,1830-01-01,35.18,27565,NA
bhs,Bahamas,Americas,1835-01-01,35.18,27673,NA
bhs,Bahamas,Americas,1840-01-01,35.18,27782,NA
bhs,Bahamas,Americas,1845-01-01,35.18,27891,NA
bhs,Bahamas,Americas,1850-01-01,35.18,28369,NA
bhs,Bahamas,Americas,1855-01-01,35.18,31535,NA
bhs,Bahamas,Americas,1860-01-01,35.18,35245,NA
bhs,Bahamas,Americas,1865-01-01,35.18,37708,NA
bhs,Bahamas,Americas,1870-01-01,35.18,40102,NA
bhs,Bahamas,Americas,1875-01-01,35.14,42847,NA
bhs,Bahamas,Americas,1880-01-01,35.1,45718,NA
bhs,Bahamas,Americas,1885-01-01,35.05,48159,NA
bhs,Bahamas,Americas,1890-01-01,35.01,50724,NA
bhs,Bahamas,Americas,1895-01-01,34.97,54052,NA
bhs,Bahamas,Americas,1900-01-01,34.93,57414,NA
bhs,Bahamas,Americas,1905-01-01,34.89,59127,NA
bhs,Bahamas,Americas,1910-01-01,34.84,60263,NA
bhs,Bahamas,Americas,1915-01-01,34.8,59323,NA
bhs,Bahamas,Americas,1920-01-01,34.76,58482,NA
bhs,Bahamas,Americas,1925-01-01,37.98,61567,NA
bhs,Bahamas,Americas,1930-01-01,42.02,65570,NA
bhs,Bahamas,Americas,1935-01-01,46.04,70251,NA
bhs,Bahamas,Americas,1940-01-01,50.05,74794,NA
bhs,Bahamas,Americas,1945-01-01,54.06,76135,NA
bhs,Bahamas,Americas,1950-01-01,58.05,79090,NA
bhs,Bahamas,Americas,1955-01-01,60.03,88628,NA
bhs,Bahamas,Americas,1960-01-01,61.93,109532,17734.97694
bhs,Bahamas,Americas,1965-01-01,63.28,140060,22863.59505
bhs,Bahamas,Americas,1970-01-01,65.4,169376,25196.27015
bhs,Bahamas,Americas,1975-01-01,68.21,188895,16903.67625
bhs,Bahamas,Americas,1980-01-01,68.62,210589,26701.32769
bhs,Bahamas,Americas,1985-01-01,70.21,234579,28786.23276
bhs,Bahamas,Americas,1990-01-01,70.86,256227,29686.578
bhs,Bahamas,Americas,1995-01-01,70.77,280179,27018.95783
bhs,Bahamas,Americas,2000-01-01,71.25,298045,31571.38199
bhs,Bahamas,Americas,2005-01-01,73.18,324848,31443.43554
bhs,Bahamas,Americas,2010-01-01,73.24,354936,28443.88848
bhs,Bahamas,Americas,2015-01-01,73.35,374200,27583.85102
bhs,Bahamas,Americas,2019-01-01,73.36,389486,28908.25169
blz,Belize,Americas,1800-01-01,26.5,25526,NA
blz,Belize,Americas,1805-01-01,26.5,25526,NA
blz,Belize,Americas,1810-01-01,26.5,25526,NA
blz,Belize,Americas,1815-01-01,26.5,25526,NA
blz,Belize,Americas,1820-01-01,26.5,25533,NA
blz,Belize,Americas,1825-01-01,26.5,25585,NA
blz,Belize,Americas,1830-01-01,26.5,25644,NA
blz,Belize,Americas,1835-01-01,26.5,25703,NA
blz,Belize,Americas,1840-01-01,26.5,25762,NA
blz,Belize,Americas,1845-01-01,26.5,25821,NA
blz,Belize,Americas,1850-01-01,26.5,25881,NA
blz,Belize,Americas,1855-01-01,26.5,26004,NA
blz,Belize,Americas,1860-01-01,26.5,26059,NA
blz,Belize,Americas,1865-01-01,26.5,25683,NA
blz,Belize,Americas,1870-01-01,26.5,25422,NA
blz,Belize,Americas,1875-01-01,26.52,26300,NA
blz,Belize,Americas,1880-01-01,26.54,27501,NA
blz,Belize,Americas,1885-01-01,26.56,29433,NA
blz,Belize,Americas,1890-01-01,26.58,31689,NA
blz,Belize,Americas,1895-01-01,26.6,34625,NA
blz,Belize,Americas,1900-01-01,26.62,37688,NA
blz,Belize,Americas,1905-01-01,26.64,39510,NA
blz,Belize,Americas,1910-01-01,26.65,41278,NA
blz,Belize,Americas,1915-01-01,29.51,43783,NA
blz,Belize,Americas,1920-01-01,32.36,46504,NA
blz,Belize,Americas,1925-01-01,35.22,49486,NA
blz,Belize,Americas,1930-01-01,38.08,52748,NA
blz,Belize,Americas,1935-01-01,41.31,56667,NA
blz,Belize,Americas,1940-01-01,46.02,60812,NA
blz,Belize,Americas,1945-01-01,50.73,64358,NA
blz,Belize,Americas,1950-01-01,55.45,68915,NA
blz,Belize,Americas,1955-01-01,58.84,79867,NA
blz,Belize,Americas,1960-01-01,63.93,92068,1079.32252
blz,Belize,Americas,1965-01-01,66.43,106120,1191.38209
blz,Belize,Americas,1970-01-01,67.51,122184,1345.23508
blz,Belize,Americas,1975-01-01,69.56,133264,1751.51833
blz,Belize,Americas,1980-01-01,70.87,144142,2269.13772
blz,Belize,Americas,1985-01-01,72.08,164918,2019.57041
blz,Belize,Americas,1990-01-01,72.79,187554,2842.42487
blz,Belize,Americas,1995-01-01,72.9,206962,3446.79432
blz,Belize,Americas,2000-01-01,69.98,247310,3863.6802
blz,Belize,Americas,2005-01-01,72.43,283798,4311.28628
blz,Belize,Americas,2010-01-01,73.58,322465,4270.78003
blz,Belize,Americas,2015-01-01,74.19,360926,4308.19014
